Nom,URL,Image,Nom Commercial,Code DCI,Forme,Dosage,Conditionnement,Type,Liste,Pays,Tarif de référence,PPA
,https://www.pharmnet-dz.com//medic.aspx?id=303,,FAMOXYL,13G220,PDRE. SOL. BUV.,Cliquez ici,FL/60ML,Prod locale : Oui,AMODEX-Gé 250MG/5ML PDRE. P. SUSP. BUV. FL/60ML,ALGERIE,205.2 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=3046,,FAMYNON,11H041,COMP.,Cliquez ici,B/3X21,Prod locale : Non,"DESIRETT 0,075MG COMP. PELL B/28",INDE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=4519,,FARMIDOX,14A007,COMP. PELLI.,Cliquez ici,B/30,Prod locale : Oui,CALCIDOSE VITAMINE D 400UI/500MG/SACHET PDRE. ORALE  B/30 SACHETS,ALGERIE,148 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2057,,FASIGYNE,19D026,COMP. PELLI.,Cliquez ici,B/4,Prod locale : Non,ABAVIR  300 MG CP PELL B/1  PILULIER DE 60,ALGERIE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=1075,,FASLODEX,05E164,SOL. INJ.,Cliquez ici,B/2SERING. PREREMPL. DE 5ML AVEC 02AIGUILLES PROTEGEES (BD SAFETYGLIDE),Prod locale : Non,5-FLUOROURACIL EBEWE 50MG/ML**  (OU 250MG/5ML -  500MG/10ML -  1000MG/20ML) SOL INJ B/5 AMP. DE 5ML  -  B/1FL DE 10ML  -  B/1FL. DE 20ML),ROYAUME UNI,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1282,,FEBRECTOL ADULTES,20C116,SUPPO.,Cliquez ici,B/06,Prod locale : Non,"CARBOMEX 0,05 SOL BUV FL/150ML +GOBLET DOSEUR DE 150 ML",FRANCE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=1281,,FEBRECTOL ENFANTS,20C115,SUPPO.,Cliquez ici,B/06,Prod locale : Non,"CARBOMEX 0,05 SOL BUV FL/150ML +GOBLET DOSEUR DE 150 ML",FRANCE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=1280,,FEBRECTOL NOURRISSONS,20C114,SUPPO.,Cliquez ici,B/06,Prod locale : Non,"CARBOMEX 0,05 SOL BUV FL/150ML +GOBLET DOSEUR DE 150 ML",FRANCE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=3240,,FEDICARD,06F073,COMP. SEC.,Cliquez ici,B/30,Prod locale : Oui,AMLIBON 10MG COMP. B/30 ET B/90,ALGERIE,0 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1839,,FEIBA,12J147,PDRE. INJ.,Cliquez ici,B/1FL. DE PDRE. + 1FL. DE SOLVT.(EPPI) DE 20ML+1AIGUILLE A USAGE UNIQUE A AILETTE AVEC PINCE + 1SERINGUE A USAGE UNIQUE + 1BAXJECT II HI-FLOW POUR LA RECONSTITUTION OU B/1FL. DE PDRE. + 1FL. DE SOLVT.(EPPI) DE 20ML+1AIGUILLE DE PERFUSION + UNE AIGUILLE D',Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,AUTRICHE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=5916,,FELCAM,21A005,GEL DERM.,Cliquez ici,T/50G,Prod locale : Oui,"AVAMYS 27,50µG/DOSE SUSP. P. PULV. NAS. FL./120DOSES",ALGERIE,145 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=2766,,FELCAM,04B022,COMP. DISPERS.,Cliquez ici,B/10,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,ALGERIE,143 DA,143.00 DA
,https://www.pharmnet-dz.com//medic.aspx?id=6210,,FELCAM FAST,04B022,COMP. DISPERS. SEC.,Cliquez ici,B/10,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,ALGERIE,143 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=6211,,FELCAM FAST,04B022,COMP. DISPERS. SEC.,Cliquez ici,B/10,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,ALGERIE,143 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=2767,,FELDENE,04B022,COMP. DISPERS.,Cliquez ici,B/10,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,ALGERIE,143 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=2781,,FELDENE,04B024,SOL. INJ.,Cliquez ici,B/02 AMP. DE 1ML,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,FRANCE,127.6 DA,143.00 DA
,https://www.pharmnet-dz.com//medic.aspx?id=597,,FEMARA,09A120,COMP. PELLI.,Cliquez ici,B/30,Prod locale : Non,CORTIPRED 20MG COMP. EFFERV. B/20,FRANCE,6946.98 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=599,,FEMAZOL,09A120,COMP. PELLI.,Cliquez ici,B/30,Prod locale : Non,CORTIPRED 20MG COMP. EFFERV. B/20,ALGERIE,0 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=3208,,FEMPRESS PLUS,06E271,COMP. PELLI.,Cliquez ici,B/30,Prod locale : Oui,AMLIBON 10MG COMP. B/30 ET B/90,ALLEMAGNE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2723,,FENAQUENE,04B009,SUPPO.,Cliquez ici,B/10,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,ALGERIE,87.6 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=931,,FENAQUENE,04B046,SUPPO.,Cliquez ici,B/10,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,ALGERIE,88.5 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=4386,,FENATE,06M214,MICROGRANULES,Cliquez ici,B/30,Prod locale : Oui,AMLIBON 10MG COMP. B/30 ET B/90,ALGERIE,904 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=5725,,feniramine,01A007,SIROP,Cliquez ici,FL/125ML,Prod locale : Oui,"BETAMETHASONE novagenerics®  2 mg,  comprimé dispersible sécable boite de 20",ALGERIE,125 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=1535,,FENOFIBRATE IVAL,06M120,GLES.,Cliquez ici,B/30,Prod locale : Oui,AMLIBON 10MG COMP. B/30 ET B/90,ALGERIE,903.9 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1579,,FENOFIBRATE MM,06M214,COMP. PELLI.,Cliquez ici,B/30,Prod locale : Oui,AMLIBON 10MG COMP. B/30 ET B/90,ALGERIE,903.9 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=3243,,FENOTYL LP,06F074,GLES. LP,Cliquez ici,B/30,Prod locale : Oui,AMLIBON 10MG COMP. B/30 ET B/90,ALGERIE,0 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=3266,,FENOTYL LP,06F293,GLES.,Cliquez ici,B/30,Prod locale : Oui,AMLIBON 10MG COMP. B/30 ET B/90,ALGERIE,0 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1377,,FENOXAM,21A005,GEL DERM.,Cliquez ici,T/50G,Prod locale : Oui,ACTEMRA   20MG/ML/FLACON  CONCENTRE POUR SOLUTION A DILUER POUR PERFUSION IV  BOITE DE 1 FLACON DE  20ml( 400 mg/20ml),ALGERIE,145 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=3913,,GAALOX,10B137,COMP. A CROQ.,Cliquez ici,B/20,Prod locale : Oui,DIARFAN 10 mg Racécadotril PDRE.SOL.BUV 16 Sachets,ALGERIE,0 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=3916,,GAALOX PLUS,10B142,COMP. A CROQ.,Cliquez ici,B/40,Prod locale : Oui,DIARFAN 10 mg Racécadotril PDRE.SOL.BUV 16 Sachets,ALGERIE,0 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=6123,,GABALYSE,15A069,GLES.,Cliquez ici,B/56,Prod locale : Oui,"DOPREXOL 0,375 MG COMPRIME A LIBERATION PROLONGEE B/30",TURQUIE,7952 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=2449,,GABATREX,15A086,GLES.,Cliquez ici,B/50,Prod locale : Oui,"DOPREXOL 0,375 MG COMPRIME A LIBERATION PROLONGEE B/30",ALGERIE,0 DA,1312.00 DA
,https://www.pharmnet-dz.com//medic.aspx?id=2450,,GABATREX,15A087,GLES.,Cliquez ici,B/50,Prod locale : Oui,"DOPREXOL 0,375 MG COMPRIME A LIBERATION PROLONGEE B/30",ALGERIE,0 DA,1607.00 DA
,https://www.pharmnet-dz.com//medic.aspx?id=573,,GADOVIST,08A069,SOL. INJ.,Cliquez ici,"FL./7,5ML - FL./15ML",Prod locale : Non,HEXABRIX 320 I=320MG/ML SOL INJ INTRA-VASC. - INTRA-UTERINE -INTRA-ARTICULAIRE FL 20ML- 50ML -100ML,ALLEMAGNE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=6263,,GALARA,15A068,GLES.,Cliquez ici,30,Prod locale : Oui,"DOPREXOL 0,375 MG COMPRIME A LIBERATION PROLONGEE B/30",ALGERIE,2151  DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=6262,,GALARA,15A069,GLES.,Cliquez ici,30,Prod locale : Oui,"DOPREXOL 0,375 MG COMPRIME A LIBERATION PROLONGEE B/30",ALGERIE,4260	 	 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=3728,,GALVUS,14A345,COMP.,Cliquez ici,B/28,Prod locale : Oui,CALCIDOSE VITAMINE D 400UI/500MG/SACHET PDRE. ORALE  B/30 SACHETS,SUISSE,0 DA,2747.00 DA
,https://www.pharmnet-dz.com//medic.aspx?id=3514,,GARDENAL,15A012,PDRE. SOL. INJ.,Cliquez ici,B/1FL. DE LYOPH. + 1AMP. DE 2ML DE SOLV. (EPPI),Prod locale : Oui,"DOPREXOL 0,375 MG COMPRIME A LIBERATION PROLONGEE B/30",FRANCE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=3837,,GASEC,10A001,GLES. A MICROG. GASTRORESIST.,Cliquez ici,B/14,Prod locale : Oui,DIARFAN 10 mg Racécadotril PDRE.SOL.BUV 16 Sachets,ALGERIE,196 DA,196 DA
,https://www.pharmnet-dz.com//medic.aspx?id=4451,,GASTRIUM,10G054,SUSP. BUV.,Cliquez ici,B/1 FlaCON DE 200 ML,Prod locale : Oui,DIARFAN 10 mg Racécadotril PDRE.SOL.BUV 16 Sachets,ALGERIE,0 DA,168.00 DA
,https://www.pharmnet-dz.com//medic.aspx?id=574,,GASTROGRAFINE,08C008,SOL. BUV.,Cliquez ici,B/1FL. DE 100ML,Prod locale : Non,HEXABRIX 320 I=320MG/ML SOL INJ INTRA-VASC. - INTRA-UTERINE -INTRA-ARTICULAIRE FL 20ML- 50ML -100ML,ALLEMAGNE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=6284,,GATIFLOXACINE GL,17D155,COLLY. SOL.,Cliquez ici,FL/5ML,Prod locale : Oui,CROPINE 0.5% COLLY. EN SOL. FL./10ML,ALGERIE,N/R DA,636.32 DA
,https://www.pharmnet-dz.com//medic.aspx?id=2917,,GAVISCON,10G054,SUSP. BUV.,Cliquez ici,FL/250 ML,Prod locale : Oui,DIARFAN 10 mg Racécadotril PDRE.SOL.BUV 16 Sachets,ROYAUME UNI,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=1706,,GEASPERIQUE,12A131,COMP.,Cliquez ici,B/20,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,ALGERIE,53 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=4114,,GEASPIRIQUE,03A001,COMP. SEC.,Cliquez ici,B/20,Prod locale : Oui,ATP NOVAGENERICS  30MG GLES.  B/30,ALGERIE,66.8 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=263,,GECTAPEN,13G063,PDRE. SOL. INJ.,Cliquez ici,B/01FL. DE PDRE. + 01AMP. DE 5ML DE SOLV. (EPPI)  ET B/50FL. DE PDRE.,Prod locale : Oui,AMODEX-Gé 250MG/5ML PDRE. P. SUSP. BUV. FL/60ML,ALGERIE,107 DA,107 DA
,https://www.pharmnet-dz.com//medic.aspx?id=262,,GECTAPEN,13G062,PDRE. SOL. INJ.,Cliquez ici,B/01FL. DE PDRE. + 01AMP. DE 5ML DE SOLV. (EPPI)  ET B/50FL. DE PDRE.,Prod locale : Oui,AMODEX-Gé 250MG/5ML PDRE. P. SUSP. BUV. FL/60ML,ALGERIE,90 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=912,,GEFENE,04B042,SOL. BUV.,Cliquez ici,FL./125ML,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,ALGERIE,122.5 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1474,,GEFRANE,22B004,SOL. NAS.,Cliquez ici,FL./15ML,Prod locale : Oui,"AVAMYS 27,50µG/DOSE SUSP. P. PULV. NAS. FL./120DOSES",ALGERIE,123 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=3989,,GELARTINE,01A033,COMP. SEC.,Cliquez ici,B/20,Prod locale : Oui,"BETAMETHASONE novagenerics®  2 mg,  comprimé dispersible sécable boite de 20",ALGERIE,90 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1838,,GELOFUSINE,12J105,PDRE. INJ.,Cliquez ici,B/10FL/500ML,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,FRANCE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=2371,,GELTIM LP,17C170,GEL OPHT.,Cliquez ici,B/30RECIPIENTS UNIDOSE EN SACHET DE 10,Prod locale : Oui,CROPINE 0.5% COLLY. EN SOL. FL./10ML,FRANCE,0 DA,964.92 DA
,https://www.pharmnet-dz.com//medic.aspx?id=4157,,GEMAL,03B007,SUPPO.,Cliquez ici,B/10,Prod locale : Oui,ATP NOVAGENERICS  30MG GLES.  B/30,ALGERIE,85 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2632,,GEMAL,03B081,COMP. SEC.,Cliquez ici,B/10,Prod locale : Oui,ATP NOVAGENERICS  30MG GLES.  B/30,ALGERIE,50 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=4180,,GEMAL,03B042,SUPPO.,Cliquez ici,B/10,Prod locale : Oui,ATP NOVAGENERICS  30MG GLES.  B/30,ALGERIE,85 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=4186,,GEMAL,03B043,SUPPO.,Cliquez ici,B/10,Prod locale : Oui,ATP NOVAGENERICS  30MG GLES.  B/30,ALGERIE,110 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=4137,,GEMAL,03B005,COMP.,Cliquez ici,B/20,Prod locale : Oui,ATP NOVAGENERICS  30MG GLES.  B/30,ALGERIE,50 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=4171,,GEMAL,03B040,GLES.,Cliquez ici,B/20,Prod locale : Oui,ATP NOVAGENERICS  30MG GLES.  B/30,ALGERIE,50 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2793,,GEMATE,04B031,SUPPO.,Cliquez ici,B/10,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,ALGERIE,135.5 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1117,,GEMCITABIN EBEWE,05G085,PDRE. SOL. INJ.,Cliquez ici,FL/100ML,Prod locale : Non,5-FLUOROURACIL EBEWE 50MG/ML**  (OU 250MG/5ML -  500MG/10ML -  1000MG/20ML) SOL INJ B/5 AMP. DE 5ML  -  B/1FL DE 10ML  -  B/1FL. DE 20ML),AUTRICHE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1125,,GEMCITABIN EBEWE,05G094,SOL. INJ.,Cliquez ici,FL./20ML,Prod locale : Non,5-FLUOROURACIL EBEWE 50MG/ML**  (OU 250MG/5ML -  500MG/10ML -  1000MG/20ML) SOL INJ B/5 AMP. DE 5ML  -  B/1FL DE 10ML  -  B/1FL. DE 20ML),AUTRICHE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=20,,GEMCITABIN EBEWE,05G139,SOL. INJ.,Cliquez ici,FL./50ML,Prod locale : Non,5-FLUOROURACIL EBEWE 50MG/ML**  (OU 250MG/5ML -  500MG/10ML -  1000MG/20ML) SOL INJ B/5 AMP. DE 5ML  -  B/1FL DE 10ML  -  B/1FL. DE 20ML),AUTRICHE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=395,,GEMIXINE,13K334,COMP. PELLI.,Cliquez ici,B/10,Prod locale : Oui,AMODEX-Gé 250MG/5ML PDRE. P. SUSP. BUV. FL/60ML,ALGERIE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1008,,GEMZAR,05A094,PDRE. SOL. INJ.,Cliquez ici,B/1FL,Prod locale : Non,5-FLUOROURACIL EBEWE 50MG/ML**  (OU 250MG/5ML -  500MG/10ML -  1000MG/20ML) SOL INJ B/5 AMP. DE 5ML  -  B/1FL DE 10ML  -  B/1FL. DE 20ML),FRANCE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2377,,GENTADAR,17D020,COLLY.,Cliquez ici,FL./10ML,Prod locale : Oui,CROPINE 0.5% COLLY. EN SOL. FL./10ML,ALGERIE,130 DA,130.10 DA
,https://www.pharmnet-dz.com//medic.aspx?id=2231,,HADOL,16D085,SOL. BUV. GTTES.,Cliquez ici,FL./20ML,Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,ALGERIE,120.4 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1830,,HAEMOCTIN SDH,12J044,PDRE. INJ.,Cliquez ici,B/1+ 1FL./ 10ML,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,ALLEMAGNE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=6248,,HALAVEN,05G191,SOL. INJ.,Cliquez ici,B/1 FL DE 2 ML,Prod locale : Non,5-FLUOROURACIL EBEWE 50MG/ML**  (OU 250MG/5ML -  500MG/10ML -  1000MG/20ML) SOL INJ B/5 AMP. DE 5ML  -  B/1FL DE 10ML  -  B/1FL. DE 20ML),ROYAUME UNI,**** DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2228,,HALDOL,16D084,SOL. INJ.,Cliquez ici,B/5 AMP de 1ML,Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,FRANCE,0 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2303,,HALDOL DECANOAS,16D127,SOL. INJ.,Cliquez ici,B/5AMP DE 1ML,Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,FRANCE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=4653,,HALDOMEX,16D085,SOL. BUV. GTTES.,Cliquez ici,FL/20 ML,Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,ALGERIE,120 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=2232,,HALLUDOL,16D085,SOL. BUV. GTTES.,Cliquez ici,FL./15ML,Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,ALGERIE,90.3 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2229,,HALLUDOL,16D084,SOL. INJ.,Cliquez ici,B/50AMP,Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,ALGERIE,90 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2234,,HALOPERIDOL,16D085,SOL. BUV. GTTES.,Cliquez ici,FL/20ML,Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,ALGERIE,120.4 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2235,,HALOPERIDOL BGL,16D085,SOL. BUV. GTTES.,Cliquez ici,B/01 FL COMPTE GTTES/15ML,Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,ALGERIE,90.3 DA,90.00 DA
,https://www.pharmnet-dz.com//medic.aspx?id=2240,,HALOPERIDOL GENERICLAB,16D085,SOL. BUV. GTTES.,Cliquez ici,FL. COMPT.GTTES DE 15ML,Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,ALGERIE,90.30 DA,90.30 DA
,https://www.pharmnet-dz.com//medic.aspx?id=6283,,HALOPERIDOL GL,16D085,SUSP. BUV.,Cliquez ici,B/1 FL DE 50ml + 01 PIPETTE GRADUEE à 1ml (soit 20 gouttes),Prod locale : Non,XEPLION 100MG/ML SUSP INJ LP B/01  SER PRE-REMP DE 0.75 ML(75 MG/0.75ML) ET 02 AIGUILLES,ALGERIE,301 DA,212 DA
,https://www.pharmnet-dz.com//medic.aspx?id=5748,,HARUFEN,04B049,PATCH,Cliquez ici,B/7,Prod locale : Oui,APONIL 100MG COMP. SEC. B/20,COREE,166 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=1847,,HEAMONINE,12J170,PDRE. INJ.,Cliquez ici,B/01 FL. DE PDRE. + 01 FL. DE SOLV. (5ML) + SERING. JETABLE (5ML) + SYST. D. TRANSFERT A DOUBLE FILTRE,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,ALLEMAGNE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=3594,,HEBERBIOVAC HB PEDIATRIQUE,13U136,SOL. INJ.,Cliquez ici,B/25FL,Prod locale : Oui,AMODEX-Gé 250MG/5ML PDRE. P. SUSP. BUV. FL/60ML,CUBA,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1814,,HEBERKINASE,12F033,LYOPH. SOL. INJ.,Cliquez ici,B/30,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,CUBA,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=560,,HEBERMIN,07P137,CRÈME,Cliquez ici,"T/15G ,POT/30G ET POT 200G",Prod locale : Oui,ADAFERIN GEL DERMIQUE 0.1%,ALGERIE,2832 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=423,,HEBERON ALFA R,13P099,PDRE. SOL. INJ.,Cliquez ici,B/25,Prod locale : Oui,AMODEX-Gé 250MG/5ML PDRE. P. SUSP. BUV. FL/60ML,CUBA,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=428,,HEBERON ALFA R,13P101,PDRE. SOL. INJ.,Cliquez ici,B/25,Prod locale : Oui,AMODEX-Gé 250MG/5ML PDRE. P. SUSP. BUV. FL/60ML,CUBA,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=427,,HEBERON ALFA R,13P100,PDRE. SOL. INJ.,Cliquez ici,B/25,Prod locale : Oui,AMODEX-Gé 250MG/5ML PDRE. P. SUSP. BUV. FL/60ML,CUBA,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=3478,,HEBERPROT- P 75,14M314,SOL. INJ.,Cliquez ici,B/1FL. DE PDRE. + 1AMP. DE SOLV. 5ML,Prod locale : Oui,CALCIDOSE VITAMINE D 400UI/500MG/SACHET PDRE. ORALE  B/30 SACHETS,ALGERIE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=638,,HEET,09H020,SOL. BUV. GTTES.,Cliquez ici,FL./30ML,Prod locale : Non,CORTIPRED 20MG COMP. EFFERV. B/20,ALGERIE,0 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=2998,,HELIKIT,10S160,PDRE. SOL. BUV.,Cliquez ici,B/1FL. PDRE. (13C UREE) + 1SACH. PDRE.(AC. CITRIQUE ANHYD.) + 02PAILLES + 1KIT DE CONTRÔLE (4T. DE PRELEV),Prod locale : Oui,DIARFAN 10 mg Racécadotril PDRE.SOL.BUV 16 Sachets,FRANCE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=2048,,HELMINTOX,19B010,COMP.,Cliquez ici,B/6,Prod locale : Non,ABAVIR  300 MG CP PELL B/1  PILULIER DE 60,FRANCE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=2050,,HELMINTOX,19B011,SIROP,Cliquez ici,FL/15ML,Prod locale : Non,ABAVIR  300 MG CP PELL B/1  PILULIER DE 60,FRANCE,174.34 DA,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1769,,HEMAX,12E063,LYOPH. SOL. INJ.,Cliquez ici,B/1FL. DE PDRE + 1SERIING. PRE REMPLIE  DE 1ML DE SOLV.,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,ARGENTINE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=1813,,HEMAX,12E157,LYOPH. SOL. INJ.,Cliquez ici,B/1FL.DE PDRE. + UNE AMP. DE 1ML DE SOLV. (E.P.P.I) +1SERING. +2AIGUI. A USAGE UNIQUE +TAMPON IMBIBE D'ALCOOL ISOPROPYLIQUE,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,ARGENTINE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=1790,,HEMAX,12E123,LYOPH. SOL. INJ.,Cliquez ici,B/1FL.DE PDRE.+1SERING. PREREMPLIE DE SOLVT. DE 2ML +2AIGUI. A USAGE UNIQUE +TAMPON IMBIBE D'ALCOOL ISOPROPYLIQUE       -       B/25 FL. DE PDRE. + 25AMP. DE SOLVT. DE 2ML,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,ARGENTINE,0 DA,DA
,https://www.pharmnet-dz.com//medic.aspx?id=1762,,HEMAX,12E060,LYOPH. SOL. INJ.,Cliquez ici,B/1FL. DE PDRE + 1SERIING. PRE REMPLIE  DE 2ML DE SOLV.,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,ARGENTINE,N/A,N/A
,https://www.pharmnet-dz.com//medic.aspx?id=4214,,HEMAX,12L145,PDRE. SOL. INJ.,Cliquez ici,B/1FL. DE PDRE. + 1SERING. PREREMPL. DE 2ML DE SOLV.,Prod locale : Oui,ADCETRIS 50 MG / ML  POUDRE POUR SOLUTION A DILUER POUR PERFUSION  B/01 FLACON,ARGENTINE,00 DA,DA
